,Review,Rating
4582,langgann truss,5
4583,respon dan pengiriman super kilat,5
4584,rasa disukai bnyk org,5
4585,beli lg,5
4586,puas. dan mantap...,5
4587,langganan,5
4588,respon dan pengiriman cepat. Terima kasih,5
4589,"Pembelian sudah kesekian kali. Enak banget cincau hijaunya. Responnya pun cepat. Tau ini awalnya dari Grand Lucky, trus caritau, ternyata ada di Tokopedia. Akan terus beli karena enak.",5
4590,"Love so much, taste good and healthy as well",5
4591,,5
4592,,5
4593,,5
4594,,5
4595,,5
4596,,5
4597,,5
4598,baru nyobain ternyata bener2 approved!!,5
4599,👍👍👍👍👍,5
4600,👍👍👍👍👍,5
4601,enak. sesuai gambar. seller nya baik dan responsif. dikasih bonus jg. makasih yaaa :),5
4602,,5
4603,,5
4604,,5
4605,,5
4606,,5
4607,,5
4608,"Siang order, Sore lgsg dkirim. Besok siang barang sudah sampai. Sangat puas order di toko ini.. pelayanan copat, barang aman. 🥰 bakal jd langganan, terimkasih kakak",5
4609,"sukaa sm boba nya enakk, pelanggan sy smpe blg kyk chatime😂",5
4610,"aman,, barang dikirim dengan baik dan cepet sampainya. order, lgsg dikirim,, 🥰 terimakasih banyak yaa kak",5
4611,barang sesuai...,5
4612,"fast response, barang bagus, good job👍",5
4613,Puass brg sesuai dan cepat sampai,5
4614,barang bagus,5
4615,Bubblenya enak,5
4616,Terima kasih barang sudah sampai,5
4617,,2
4618,"pengiriman cepat, barang kondisi sangat baik, dan exp masih jauh mantap banget",5
4619,ok selalu puas cepat sampai paking aman,5
4620,sangat puas ok,5
4621,ok sangat puaas thankssss,5
4622,mantap harga murah dan expired masih lama!,5
4623,"exp date panjang, penjual ramah. inaco jelly lengkap 25pcs.
terima kasih.",5
4624,,5
4625,,5
4626,okeee,5
4627,Proses cepat packing rapi 😊,5
4628,mantaaaappp pengiriman cepaatt,5
4629,"bagus pelayanannya, cepat..",5
4630,"Pesen 2 dikirim cm 1, tp penjual bertanggung jawab smp selesai permasalahan",5
4631,"Pearl nya the best banget, krn ga abis sayang kalo dibuang, jd simpen di kulkas besok nya masih lumayan empuk walau memang udh ga kondisi prima kan kalo nginep",5
4632,enaaaaakkk,5
4633,So yummy dan enak banget,5
4634,,5
4635,,5
4636,Pengirimannya cepat sekali. Pagi pesan siangnya sudah sampai. Produk aman & rasanya enak. Terimakasih,5
4637,thanks chatime..,5
4638,produk dan pengemasan bagus,5
4639,pengiriman cepat mantaaab,5
4640,mantab,5
4641,kirain 1 pack isi smp 1 kg ternyata tidak,2
4642,sesuai pesanan packing aman,5
4643,Pesen 5kg timbanganya kurang Bosqu,2
4644,FAST respon pesan jam 8 jam 11 dtg,5
4645,"sudah repeat order disini, selalu oke, recommended seller",5
4646,top,5
4647,paket sudah sampai...terima kasih...,4
4648,Alhamdulillah enak rasanya. packing rapi. pengiriman cepat. terimakasih,5
4649,semuanya oke..,5
4650,👍👍👍,5
4651,pembelian kedua,5
4652,"produk sudah sampai, dapat harga promo, packing aman, terimakasih...",5
4653,"beli sore, dikirim pagi esok hari, malam di hari yang sama jam 7 malam sudah sampai, padahal pakai si halu 👍",5
4654,"Rasanya enak, renyah",5
4655,enaakkkkk,5
4656,Thanks..... ......... ...........,5
4657,"Pembelian ke-2nya karena memang enak, anak2 suka bgt. Terima kasih!",5
4658,tampilannya si oke isi jg padet ga malu2in buat bagi2 ketetangga..btw stiker beli sendiri yaa..mantap deh klo enak beli lg,5
4659,"Kentangnya crispy, asin, asam, pedas
gurih ,Pokonya sedep banget",5
4660,Rasanya enak. udh itu aja🗿,5
4661,belum di coba,4
4662,bgus,5
4663,"Mantap, pengiriman aman dan cepat, dilapis bubble wrap. Thanks seller",5
4664,"tokonya fast response, rasa kentangnya asinnya pas, cocok jadi penambah menu makanan.",5
4665,ok tiba tepat waktu rasa nggak bisa omen karena langsung kasih ke keponakan,5
4666,"mantul, pengiriman cepat",5
4667,Packing nya sangat rapi,5
4668,enak banget nih,5
4669,Kripik hancur,1
4670,ushain dong ga ancur saat kita trima,4
4671,Keripiknya hancur,2
4672,rasanya enak gpp walaupun ada yg jadi kriu,4
4673,good,5
4674,"Diterima dengan baik, sedikit remuk tapi rasa enakk",5
4675,"packing jos.,,lapis2 ,rapi,buble rap dan tempe utuh,,sukses terus ya ka,tq😊🙏",5
4676,"Awalnya cancel pembelian..tp penasaran mau nyobain..akhirnya beli 1kg..

Walaupun packingan hancur..tp rasanya sekali ngunyah ga pengen brenti...

Ueenaaakk...

Saran utk seller : next utk packingan supaya ga hancur diberi udara terlebih dulu baru di balut bubble..
Pengalaman yang pernah saya dpt dari beli kripik pisang...

Terima kasih...sukses terus yah 🙏🏻🙏🏻🙏🏻",5
4677,"tempenya enak, garing & gurih",5
4678,"manteps, semoga ngak memes",5
4679,"blm di coba, tp packing rapih dan ceat",4
4680,"Fast delivery, packing rapi. Sudah kesekian kalinya order lauk, snack camilan, dan sambal di toko ini. Terima kasih Seller.",5
4681,Puas,5
4682,👍👍,5
4683,,5
4684,Puas,5
4685,Renyah banget ngga gagal. rasanya pas. mantap.,5
4686,"Kentang sangat garing, buat cemilan ok buat makan dengan nasi juga enak sekali. Rasa rendang cocok di lidah.",5
4687,,5
4688,ok,5
4689,"pengiriman cepet, respon juga cepet... empingnya juga bagus kualitasnya, makasih ya...",5
4690,Alhamdulillah sudah sampe dengan selamat,5
4691,C untuk if di film f tak t t di rmh f di tse,1
4692,"Barang sesuai, pengiriman cepat.

Terima kasih",5
4693,"sesuai pesanan, emping yang renyah dan gurih. reorder kesekian, selalu fast respon. trims seller",5
4694,pengiriman cepat tp ga sesuai ekspektasi saya. tebel2 empingnya,4
4695,manstabb,5
4696,Alhamdulillah empingnya tipis dan besar2...terimakasih,5
4697,"cepet bgt sampe nya.respon cepat.
trims",5
4698,"Sesuai dng deskripsi, insyaAllahu sama spt yg biasanya dimakan. Terima kasih! :D",5
4699,biasanya gak suka sm yg berbau keju..apaun itu...tp mudah2an ini doyan krn pgn ngemil..,5
4700,ro,5
4701,Mantap,5
4702,"Respons cepat, cheese stick ditambah bubble wrap sehingga tetap utuh waktu diterima. Recommended seller",5
4703,"bentuknya pendek2, terkesan patahan2 yg dijual. untuk rasa belum dicoba",3
4704,mantap rasanya,5
4705,"Enak sekali snacknya. Fresh. Pengiriman cepat, packing rapi. Terima kasih banyak. 🙏",5
4706,"gabus ga rasa keju, agak apek",2
4707,Mantap,5
4708,weh mabtap nih kripik,5
4709,ususnya pahit,1
4710,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👌🙏,5
4711,mantul gaeess 👍👍 packing rapih dan aman. Sampe jkt keripik msh utuh ga hancur. thank you kakak sukses trs tmbh laris manisss😊🙏🙏,5
4712,RECOMMENDED SELLER GAN!!! 😍,5
4713,as always... recommend seller...,5
4714,"sangat2 puas, enak garing dan renyah.
packing sangat bagus, yg utama seller sangat ramah.
semoga tambah sukses.",5
4715,Ok,5
4716,krispi,5
4717,mantul,5
4718,"packing nya kurang rapih, 1 bungkus hancur semua, kalau rasa belum di coba",4
4719,Makasiih....yaa ..ramah bngt n lucu ...good luck,5
4720,Alhamdulillah udah sampai pesanannya... packing nya rapih banget .. belum dibuka sepertinya aman gak ada yang hancur... mksh seller moga tambah sukses n berkah..,5
4721,"Pokok nya puas belanja di toko pedia ,",5
4722,rasa mantap👍,5
4723,"Fast respon, pengiriman cepat dan rapih 👍",5
4724,"sdh terima. paking aman. belum coba, kata teman sih enak. recommended seller.",5
4725,alhamdulillah ga hancur pembungkusanya rapih.. ud jd langganan dipertahanin trus yaaa..,5
4726,pengiriman cepat. mantap,5
4727,pebgiriman cepat tp barang hancur semua,5
4728,sesuai gambar,5
4729,sudah kesekian kalinya pesen disini gak pernah kecewa,5
4730,Pedesnya banget,5
4731,"pengiriman lama, penjualnya ga ramah dichat ga pernah direspon",2
4732,,4
4733,Enak lidinya,5
4734,,5
4735,"Penjual nya Gak ada respon , Entah gak bisa ngetik , Gak tau Huruf atau emang gak niat",2
4736,lamaa,1
4737,suukaaaa,5
4738,"Sumpia udang manis enak manis gurih,renyah empuk,packing dan pengiriman aman.",5
4739,sumpia nya enak,5
4740,ok deh ... smuanya bagus...,5
4741,"Produk enak, respon penjual dan pengiriman baik. Terima kasih.",5
4742,"delivery cepat, rasa snack enak, garing krn msh fresh. puazzz",5
4743,Horror di pengiriman.,5
4744,"MANTAP! PENGIRIMAN CEPAT RASA JUGA GAK MURAHAN, REKOMEN INI TOP BUAT LEBARAN ATAU SNACK HARIAN",5
4745,Enak sesuai harapan. sukses yah,5
4746,dus terbuka..,4
4747,"enak rasanya, crispy",5
4748,Y,5
4749,Mantap..,5
4750,Super enakkkkkk,5
4751,Mantappp enak sekali kak,5
4752,sekarang ga perlu lg hrs ke padang klo pengen keripik baladonya...cukup di tokopedia aja...2 hari sdh sampai jkt.Terima kasih serley dan toko pedia,5
4753,"pembelian ketiga..bumbu lado melimpah, puas rasa enaknya, isi banyak, pengiriman cepat walau dari Padang ke jakarta
saya pesan di sini karena review nya bagus2 .. Alhamdulillah memang bagus packaging dan isi aman 100%
recommended seller SHIRLEY..kurir ok. thanks seller dan Tokopedia",5
4754,"pembelian kedua..pengiriman cepat walau dari Padang ke jakarta
saya pesan di sini karena review nya bagus2 .. Alhamdulillah memang bagus packaging dan isi aman 100%
recommended seller SHIRLEY.. thanks seller dan Tokopedia",5
4755,"Renyah, empuk, aroma bumbu segar, pengiriman rapi. Terima kasih",5
4756,selalu puas sama Tokopedia gratis ongkir nya ga kira2. seneng bgt deh. belanja dr Dr Padang ga perlu mikirin ongkir yg mehong. jd bisa makan keripik Sinjai yg enak bgt.,5
4757,"Pengemasan baik, cpt, sampai dgn aman, kripik nya enak, ga keras, kl udah makan nagih terus 👍sellernya ramah👌",5
4758,👍👍👍👍👍,5
4759,"barang bagus, sayang kemasan kurang aman (sebagian remuk).",4
4760,sesuai pesanan .. mksh ya,5
4761,Gurih renyah. Enak. Mantap.,5
4762,"kurang enak ya ? tidak seperti yg dijual di bandung,",5
4763,Maaanstaabb Gaaannn👍👍👍,5
4764,"enak, renyah, gak terlalu asin dan kemasan baik. gak rusak",5
4765,"Pancen enak bos, tapi remuk kabeh tekan kene koyo atiku",5
4766,"Respon penjual baik, rasanya enak, packing rapi,kurir baik. Pokoknya is the best",5
4767,"barang sudah diterima dengan baik, pengemasan rapi,aman, utuh tidak hancur, terimakasih atas pelayanan terbaik nya",5
4768,"enak
..",5
4769,mantaaaabbbb,5
4770,yg ke 2 x nya,5
4771,Kremes nya enak benerrrr,5
4772,Enak tp mahal,5
4773,enak.......,5
4774,"Enak, gurih, renyah cocok dimakan dengan nasi putih dan sambal nya",5
4775,asli ga bikin enek,5
4776,enak! gak terlalu asin tp ttp gurih & tasty,5
4777,Ini kriuk-kriuk terenak. Makan ini pakai nasi panas plus sambal matah...beuhhhh enakk,5
4778,rasanya enak pengiriman cepat..,5
4779,,5
4780,Mantap,5
4781,,5
4782,mantap,5
4783,"pengiriman super cepat.. dapat free lagi..
terima kasih yaa seller..",5
4784,"dapet free king spicy kripik singkong sambel matah 🥰🥰🥰 thank you seller, packing rapih dan cepet sampe. recommended 👍",5
4785,"pengemasannn nyaa cepett bgttt pesen kmrn sekaranggg sampeee, makasiiii seller🖤",5
4786,Mantulll,5
4787,"Soal kualitas, tidak perlu diragukan lagi. Rasa dan kegurihan yang konsisten. Pedas yang menggelitik lidah. Sangat cocok bagi pecinta makanan pedas. Bisa dimakan sebagai kudapan maupun makanan pelengkap.",5
4788,"produk asli, proses cepat, admin ramah",5
4789,rasanya enak pengiriman cepat..,5
4790,Keras basrengnya. Standart2 aja . Pelayanan dan pengiriman bagus,3
4791,Enakkkkk,5
4792,Packing superrrr rapi banget. Dan rasanya enaak bgt. Seller ramah baik sekali... Recommend yaaa,5
4793,"Packing nya saja diperbaiki lg,kemasan ada yg Pecah 2",5
4794,Toko langganan buat beli maicih bareng. Makasiihhh,5
4795,Barangx sdh diterima sesuai estimasi,5
4796,Produk OK tp pelayanan tidak baik. Sudah memesan bubble wrap tambahan packing tapi bubble wrap nya SAMA SEKALI TIDAK DIBERIKAN.,1
4797,,5
4798,Enakkkk dan beneran crispy nya,5
4799,"rasanya enak, original tanpa MSG",5
4800,Ensk,5
4801,Enak dan pilihan yg pas buat ngemil sehat,5
4802,enak snack buat anak ku sampe habis 2 kantong doyan banget dia,5
4803,enak manis alami dari bahan,5
4804,"Pesanan sudah sampai, dicoba enaak dan renyah",5
4805,Enak crispynya berasa dan gak perlu takut gemuk walau nyemil ini banyak-banyak.. senangnya..,5
4806,"fast respond, pengiriman juga cepet 👍",4
4807,Enaaakkkk,5
4808,"selalu puas belanja disini, response seller baik dan cepat.",5
4809,Barang sudah sampai terima kasih,4
4810,pelayanan bagus sekali dan kualitas barang sesuai,5
4811,"Mantap seperti biasa, sukses selalu pempek metro",5
4812,selalu puas belanja disini. terima kasih,5
4813,makasih dpt bonus gula smoga usaha makin lancar,5
4814,"Mantap seperti biasa, best seller",5
4815,seperti biasanya belanja disini selalu memuaskan. recommended seller,5
4816,Udah langganan,5
4817,"Seperti biasa , mantap..pelayanan terbaik..thx seller",5
4818,"Seller ramah, responsif, kripiknya juga enak. Pakai sameday jadi langsung sampai
Harga paling murah disini",5
4819,"ok......,,.,.,.,.,,.,.,..,.,,",5
4820,❤️❤️❤️,5
4821,❤️❤️❤️,5
4822,diproses dengan sangat cepat dan packingnya baik dan aman.,5
4823,"mantap, pengiriman kilat sekali",5
4824,"diproses dan diantar dengan cepat, packing baik.
recommended seller",5
4825,"bakalan langganan disini, admin nya superrr responsif dan ramah",5
4826,Pengiriman sangat cepat,5
4827,"respon seller sangat cepat, produk yang dikirim expire date nya masih lama (untuk ukuran cokoten), produk dikirim sangat aman, kondisi masih bagus, tidak hancur.
very recommended seller untuk mendapatkan cokoten",5
4828,enakk,5
4829,"Enak, mantap",5
4830,rasa enak,5
4831,Enak udah beli beberapa kali,5
4832,"Enak, packing rapi dan sangat baik, pengiriman cepat",5
4833,"Enak, packing rapi dan sangat baik, pengiriman cepat",5
4834,Pengiriman lama,3
4835,Pengiriman lama,3
4836,"paket sdh diterima dgn baik. packing cukup baik.... pake box dan di kasih bubble wrap, tapi gak dibungkus ke produknya.... melainkan cuma diletakkan diatas produknya saja.... 🤭
anyway.... produknya enak. sellernya cepat tanggap. ky nya jadi langganan nih.... thanks seller.... thanks tokopedia",5
4837,"Brg sesuai pesanan, packing rapi, pengiriman cepat",5
4838,keripik agak hancur tp kayanya dari pabriknya ini. okay sih secara umum,4
4839,mantaaap,5
4840,pengiriman cepat..dan....baramg ok👍,5
4841,kerja yg bagus,5
4842,Enak dan dikemas aman. Good seller.,5
4843,ok,5
4844,cepat & aman. mantapsss,5
4845,gak pernah mengecewakan,5
4846,Bagus,4
4847,"Beli ud bbrp kali disini. Tapi yg paling ancur isinya kali ini. Kl bs di kasih buble wrap kemasan produknya.
Dus bolong mngkn dr ekspedisi.",3
4848,enakk,5
4849,"rasa enak, bakal repeat order",5
4850,Enak udah beli beberapa kali,5
4851,Beli 5 cuma dateng 4,1
4852,Pengiriman lama,3
4853,Pengiriman lama,3
4854,"paket sdh diterima dgn baik. packing cukup baik.... pake box dan di kasih bubble wrap, tapi gak dibungkus ke produknya.... melainkan cuma diletakkan diatas produknya saja.... 🤭
anyway.... produknya enak. sellernya cepat tanggap. ky nya jadi langganan nih.... thanks seller.... thanks tokopedia",5
4855,rasanya enak,5
4856,0oookkkee,5
4857,"Rasa mayan enak, cuma dikit hahaha....",5
4858,"packing rapi, suka👍👍👍",5
4859,Barangnya sampai dengan selamat. Hanya mungkin bumbunya kebanyakan dan tidak merata. Tapi overall enak.,4
4860,Enakk crunchy & isinya banyak,5
4861,Nyesel cuma beli satu :( nanti beli lagi ah,5
4862,"sesuai dengan deskripsi dan gambar, enak",5
4863,enakkkk,5
4864,"enak banget snacknya, gurih",5
4865,makasih ya kak......,5
4866,"Pembelian ke 2x nya
Anak2 yg doyan",5
4867,"Makaroni enak, seller ramah",5
4868,candy tks mpek2nya udh sampai jakarta. bisa dimakan utk buka ngasih orgtua.. thks ya..,5
4869,ini sdh yg ketiga kali order pempek candy dan tidak pernah mengecewakan utk rasanya.,5
4870,BARANG DI TERIMA BAIK RASA TDK BERUBAH WALAUPUN DI KIRIM KE LUAR KOTA,5
4871,cepat dan pelayanannya sangat memuaskan,5
4872,mantab bisa makan pempek candy langsung dr palembang tanpa harus ke palembang next order lg packing ok,5
4873,mpek2nya enak.. mantab,5
4874,uenaaaakkk dan selasa pesan kamis sampai jogja.,5
4875,pengiriman cpt bgt,5
4876,"pempek nya mendarat dengan selamat di kota Tegal, akhirnya kesampaian makan pempek asli palembang tanpa harus ke palembang",5
4877,lumayan,4
4878,sangat enk terimakasih,5
4879,Terima kasihhh sdh sampaii,5
4880,"favorit banget ibi keripik enak, sehari sampe",5
4881,"Packaging rapih , barang aman . Dan dateng nya juga cepet bgt . Puas bgt terimakasih",5
4882,"packing aman, pengiriman super cepat tp sayang kurang suka sm produknya. perdana nyoba merk ini, ternyata enak kripik piscok merk yg lain. but klo utk pelayanan toko ini sgt bagussss",4
4883,👍enak,5
4884,pengiriman cepat tapi sayang keripik pisang nya keras. ..,2
4885,"Packing oke, pengiriman cepet banget. Thank you ya",5
4886,Enaakkkk,5
4887,"keripiknya 2 hari aja udh smp rumah, free ongkir pula!!🥳🥳🥳🥳🥳
keripik gak hancur2 banget, malah msh ada yg utuh 🥳 thx u!!",5
4888,favorit balitaku thanks seller,5
4889,"Mantap, pengiriman cepat, packingan aman.",5
4890,Exp sesuai yg di infokan,5
4891,👍,5
4892,"Mantep bngt ni toko responny cpt biar beli dikit jg , kurir yg ngirim cpt jg, pack aman rapi, stick kejuny enak bngtt brasa keju renyah, keplang jg enak n cklt ayam jadul kenangan emak..Sukses sll ya kak lapaknya!..Terima kasih ""chintacink"" - Toped^SiCptReg",5
4893,"enak rasanya, packing aman, pengiriman cepet. makasi seller",5
4894,Pengiriman cepat,5
4895,"Packing tebal,super aman,recomended seller deh",5
4896,"enak banget, sesuai foto, pengirimannya cepat juga ke jakarta",5
4897,"enak, pengiriman cepat",5
4898,Anak langsung suka,5
4899,Enak pake bangettt,5
4900,enak. anak yg umur 5 tahun suka bgt.,5
4901,"rasanya enak, original tanpa MSG",5
4902,barang sesuai,5
4903,Enak no MSG,5
4904,Mantap!,5
4905,,4
4906,terlalu hambar pas belum dikasih seasoning,5
4907,,5
4908,"Renyahnya pas, gak keras, dan enteng di mulut, untuk yang ori ini pas buat saya karena msg-nya gak banyak, udah sering beli produk ini sebelum nemu online, pengiriman aman dan cepat, thanks",5
4909,"Product sesuai deskripsi, cepat proses nya, sdh langganan. trm ksh",5
4910,mantap!,5
4911,"pelayanan cpt, lumayan enak",5
4912,sdh langganan. trm ksh,5
4913,rasanya utk mkaroni goreng merk ini memang memuaskan,5
4914,"cepet pake banget pengiriman nya, udah beli 3x sukaaa bgt!",5
4915,"Mantap, sdh order yg kesekian kali. trm ksh",5
4916,"selalu langganan di sini, harga terjangkau buat jajanan sehari²
produk berkualitas
terimaksh banyak",5
4917,"enak, renyah, harga terjangkau, sukses selalu seller",5
4918,,5
4919,enak kripiknya.gurih,5
4920,,5
4921,"Pengiriman ok, rasa ok",5
4922,dos kurang tebal jd agak acur,3
4923,"pesanan tiba dng cepat, respons penjualnya jugs cepat. servicenya sungguh² memuaskan demikian juga dengan kurirnya. pokoknya the best and recommended dah !!👍🏼👍🏼",5
4924,lumayan,3
4925,"sesuai deskripsi, packing rapi, pengiriman cepat 👍👍",5
4926,"mhn dipakein buble wrap, klo pun ada tambahan biaya ga masalah..soalnya bocor 1...",4
4927,enak banget,5
4928,mantappp,5
4929,Terbaik..👍🏻,5
4930,"respon yg cepat, harga ekonomis, bersaing, thx seller, thx toped",5
4931,Terbaik,5
4932,,5
4933,Pelayanan oke. Barang sampai sesuai orderan 👍👍,5
4934,Trimakasih atas pelayanannya yg cepat dan memuaskan,5
4935,Terbaik,5
4936,"Barang cakep, respon cepat. Recommended Seller !!!",5
4937,Barang sudah diterima.,5
4938,naik harga tapi tambah enaaaakkkk. sukses terus ya kak,5
4939,naik harga tapi tambah enaaaakkkk. sukses terus ya kak,5
4940,"pesanan sesuai, pengiriman cepat dan packing rapih jadi aman gak hancur",5
4941,Terima kasih next order lagi 😉,5
4942,Sudah langganan dan tetap yang terbaik. 👍,5
4943,"Kripik kiloan originalnya enak sekali.
Kami sudah beberapa kali repeat order.
⭐⭐⭐⭐⭐",5
4944,kripik kentang yg enak dan renyah . packing yg baik dan pengiriman yg cepat,5
4945,packing yg baik dan pengiriman yg cepat. enaaak kentang nya,5
4946,"Alhamdulillah , packing yg baik....kripik tdk hancur dan rasanya ...ueeenak. pengiriman yg sangat cepat",5
4947,packing rapih.... enaak,5
4948,"enak bgt,👍",5
4949,rasa enakkkk bzmgettt... promo ny ditunggu yaa,5
4950,enak bangeett,5
4951,Enak bener rasanya dan ga keras,5
4952,"selalu puas belanja disini
pengemasan selalu rapi dan cepat dikirim ☺",5
4953,Emang bener-bener nagihin. Dikirimnya juga pake kardus dan bubble wrap tebal,5
4954,"empingnya enak banget , pertama dapat dari teman terus lanjut beli sendiri ,semoga kualitas nya tetap terjaga",5
4955,Enak bangettt ngett emping nya... beli di tempat lain ga ada yg seenak ini.. 😍😍,5
4956,Mantapzzz sekali,5
4957,"pengiriman sangat cepat
pengemasan baik",5
4958,"enak juga buat temen ngemil walaupun g spedes merk yg satunya.
pngemasan rapi+pengiriman cepet bgt, hari ini pesan besok sampai..woow....good job",5
4959,"enak banget, renyah",5
4960,"Packaging rapih , barang aman . Dan dateng nya juga cepet bgt . Puas bgt terimakasih",5
4961,packing aman pengiriman super cepat,5
4962,terima kasih belanja kali kedua di toko ini slalu memuaskan,5
4963,"wah sellernya fast respon,barang juga dipacking aman,pokoknya mantap deh",5
4964,"Ok, pengiriman juga cepat",5
4965,"langsung di buka, enak bgt. makasih kakak 👍",5
4966,tdk enak bau cabe mentah n singkong keras,2
4967,Keripik nya tebal saya kurang cocok.tp penjual mau mengganti,2
4968,barang sdh di trima dan sesuai pesanan.. meskipun rasa ebi nya kurang..,5
4969,Makanan favoite di rumah... sdh bbrp kali peaan dan selalu enak...,5
4970,barang sudah trima dan sesuai pesanan,5
4971,Enaaaaakkkkk uda langganan beli disini. uda gak mao pindah2 kelain hatiii...gak percaya buktiin sendiri ajeee ya man.teman..😉,5
4972,Sempat nyoba keripik ebi yg lain. Tapi balik lagi ke sini. Rasanya pas.,5
4973,keripiknya sdh terima enak rasa makasih,5
4974,"pemgiriman super cepat.. pesan siang ,sore sampai.. mantap.. blum di coba,kyknya enak ne.. 😛",5
4975,barang sdh di trima dan sesuai pesanan enak,5
4976,👍,5
4977,barang sdh terima makasih,5
4978,terimakasih..anak saya suka sekali,5
4979,Favoritnya anak,5
4980,"Produk bagus sesuai selera, harga bagus, kurir lancar sesuai jadwal, ini sdh pesanan yg keempat kali. Terimakasih. Sabina Food. 👍",5
4981,Oke,5
4982,"Produk ini disukai semua anggota keluarga saya, packingnya bagus, harganya terjangkau, kurir nya sopan, pengiriman sesuai jadwal. Terimakasih.",5
4983,Enak... kriuk... tp sayang bumbunya bnyk yg menggumpal,5
4984,"Tdk seperti pembelian yg pertama. Yg ini tdk renyah & terasa kurang bumbu. Mgkin krna bumbunya tdk tercampur rata, krn sy lihat ada yg menggumpal2.",3
4985,Recommended store...👍👍,5
4986,Produk sesuai dengan harganya. Kurirnya datang sesuai jadwalnya. Terimakasih,5
4987,Kering kentangnya enak...cucok buat mkn dg nasi...,5
4988,Sering beli di sini. Byk produknya dan cepat pengirimannya. Mantappp...pertahankan.. 👍🙏,5
4989,"enaaak, rasanya fresh",5
4990,puas sekalii,5
4991,wenaak,5
4992,Enak2 semuaa 😊👍,5
4993,penjual fast response.. packing aman dan bagus sesuai request..makanan dlm kondisi baik dan hrg bagus. very recommended seller.. puas belanja disini..,5
4994,Barang sudah diterima dgn baik thx,5
4995,"Puas banget, pesanan langsung di siapin sm seller, produknya kelihatan masih fresh smua dg kemasan yg baik. Terima kasih banyak ya ☺️ 🙏",5
4996,saya lebih suka keripik singkong kejunya daripada keripik kentang keju,5
4997,Enak .. sesuai deskripsi,5
4998,makasih paket sdh datang.blm dibuka.smoga enk yah.,5
4999,"Enak, rasanya sesuai yang emang lagi dicari, cepet dikirim",5
5000,yummiest!,5
5001,"Enak, garing dan bisa ketagihan nih.",5
5002,"Pembelian kedua rasanya beda sama yg pertama beli, jadi lebih keras trs beda aja rasanya bund",3
5003,Barang bagus... 👍👍,5
5004,,5
5005,enak,5
5006,Barang sdh kami terima..,5
5007,"Empingnya enak, renyah ga keras, packing aman, recommended 👍",5
5008,spesial rasanyaa puedass,5
5009,"pengiriman cepat, packing aman, rasanya enak",5
5010,Enak2 semuaa 😊👍,5
5011,"pembelian kedua kalinyaa, mantap bgt order lgsg di-accept dan di-packing. pake gratis ongkir juga dan sehari sampai hahaha mantapp",5
5012,puas banget dan rasanya enak semuanya + empuk,5
5013,"pengiriman cepet sekali, basrengnya pedess dan renyah, cobain deh 👍👍",5
5014,"basrengnya enak bangetttt, next beli lagi ukuran yg lbh besar ahh hehehe",5
5015,bagus sesuai pesanan,5
5016,Basreng nya kurang gak kaya dulu renyah ini kaya udah lama gtu agak bau apek,2
5017,enak,5
5018,"Gabus keju enak dan renyah,packing dan pengiriman aman.",5
5019,"pengiriman kilat,,, terbaik
terima kasih",5
5020,"Gabus kejunya enakkk....
Btw... dua kali ini dus terlihat spt dibuka orang tapi isi tidak hilang...",5
5021,Pengiriman cepat n produk blom di coba,5
5022,rasanya pas dan tidak keras,5
5023,"uda mau abis baru review.
enakk",5
5024,responsif..n cepat sampe..trims kk,5
5025,guriih enak,5
5026,Kondisi kardus seperti lewat zona perang klo rasa makanan tunggu adzan maghrib dulu.,5
5027,"Respon seller cepat.. Gabus kejunya enak, berasa kejunya & renyahh 👍👍",5
5028,"Terima kasih, kiriman baik.",5
5029,"Terima kasih, kiriman baik.",5
5030,enak.....,5
5031,pembelian ke sekian.. masih enak,5
5032,uenakkk tenan 👍👍,5
5033,"pesanan cepat saoai, packing aman, sehingga keripik singkongku ga remuk, dan rasanya.... crispy banget. Pesen lagi ach...",5
5034,👍,5
5035,renyah dan enak,5
5036,"rasanya enak, tidak terlalu pedas dan ada manisnya. renyah dan tidak keras.
packing aman dan kuat, respon dan pengiriman cepat.",5
5037,"Pengiriman : 3 hari
Packingan : aman, pakai kardus dan dibungkus bubble wrap
Produk : overall ok, ga pedas juga
Thank you",5
5038,"Enak, garing gak keras.....",5
5039,bumbunya berasa tapi gak overpowerrr. Snack jadul super enakk,5
5040,Yumm,5
5041,"selalu puas belanja disini, sdh order kesekian kali. pengiriman cepat dan respon penjual bagus.",5
5042,"enak, terimakasih",5
5043,enak,5
5044,kemasan rapimakanannya ga ancur trims ya,5
5045,"Walau agak beda dengan yang biasa saya beli di *CS, tapi dari segi harga bener bener value for money. Susah berhenti sekali ngunyah Hahaha",5
5046,Packing ok.. rasa ok..,5
5047,Mantap. Super enak. Pengiriman juga cepat.,5
5048,Enak basrengnya. Sdh langganan beli di sini. Respon seller cepat. Pengemasan aman smp tujuan . Tks seller,5
5049,"pesen yg ke 2x nya,, mantap moikafood,, sukses yaa👍👍👍",5
5050,gooood,5
5051,"Rasanya asin banget sama ga kering banget. Masih ada minyak jd tenggorokan seret. Dikira awal mau beli bakal kering banget, ga ada minyak. Bau strong amisnya kerasa. Sorry, 🙏",2
5052,kesukaan anak2🤩🤩,5
5053,Ya Allah basrennya enak bangetttttt... sumpah enak 😍😍,5
5054,👍,5
