Review,Rating,Sentiment
pesanan lengkap dan aman terimakasih seller dan tokopedia sukses selalu,5,positive
ok mksih,5,neutral
mantap bossku terima kasih tinggal goreng,5,neutral
brng sdh diterima dgn baik sdh bbrp kali order respon cepat terima ksh,5,positive
barang bagus dan bersih,5,positive
udah kesekian kali pesen dimari digorngnya gampil,5,negative
rambaknya t o p,5,neutral
rekomended seller kerupuk enak sekali,5,positive
mekar digoreng makasih,5,positive
kerupuk nya enak renyah sesuai ekspektasi pengiriman cepat packing rapi dan terimakasih tokopedia,5,positive
produk enak pengiriman cepat,5,positive
recommended seller pengiriman cepat packing rapi n aman,5,positive
puas beli disini packing rapi krmnya cepat,5,positive
langganan enakkkk banget bikin nagih,5,positive
langganan enakkkkk,5,positive
ketagihan nih tanggung jawab rejeki wkwkwk pembelian ke 5,5,positive
barang cpt sampai dan packingnya bagus dan barangnya aman tidak rusak rekomen unt belanja disini,5,positive
sesuai gambar dan deskripsi selalu repeat dan produk selalu fresh,5,positive
renyaaaahhhh bnget seller jug komunikatif rapihh juga makasi seller,5,positive
packaging rapih dan aman kerupuknya juga masih baru dan garing thank youu juga untuk bonusnya recommended trusted seller sukses terus ya,5,positive
respon dan pengiriman cepat barang sesuai dengan pesanan,5,positive
mantappp enaknyaaa,5,positive
sesuai pesanan packing aman dan rapi,5,positive
terima kasih barang sampai dengan aman dan cepat kerupuk samcannya pun tidak remuk sukses selalu seller,5,positive
nice packaging tetap kriuk dan tdk remuk,5,positive
selesai dgn baik dan dpt bonus pie tq seller,5,positive
barang sudah sampai dengan selamat enak,5,positive
tolong deskripsi produknya diganti 150 gr ya terima kasih,5,negative
mantabs sesuai pesanan,5,neutral
pengiriman sangat cepat packing rapi aman tak ada yg hancur krupuk nya renyah cuma menurut sy rasa bawangnya kurang dikit hehe overall ok,5,negative
respon cepat packing mantap rasa enakkk,5,positive
barang sdh diterima dgn baik terimakasih,5,neutral
repeat order ke 3 kali terima kasih,5,neutral
respon seller baik dan pengiriman tepat waktu packing sangat baik dan aman jgn ragu deh belanja disini,5,positive
packing sangat rapi dan cepat,5,positive
enaak pembelian ke sekian kali,5,positive
sampai dengan aman,5,neutral
pengiriman cepat dan dipack dengan aman rasanya enak gurih dan garing,5,positive
lumayan deh rasa nya packing aman,4,positive
udah beberapa kali coba produk makanan dr deliki alhamdulillah semuanya enak,5,positive
enaaak pengiriman cepat packing rapi dan harga murah terima kasih,5,positive
produk ok respon dan pengiriman ok,5,positive
pengiriman cepat produk bgs,5,positive
manisnya bikin enek,4,negative
terima kasih untuk komunikasinya yang lancar pengepakan dan pengirimannya yang mantap enak produknya,5,positive
packing aman brg sesuai pesanan dan exp msh lm,5,positive
barang ori bagus pengiriman cepat banget sippp,5,positive
bismillahirrahmanirrahiim yaa allah selalu lindungi dan berkahi setiap tindakan dan keputusan kami anugerahi kami yaa allah dengan keselamatan dunia akhirat aamiin,5,neutral
pembelian untuk yg kesekian dan selalu memuaskan baik mutu produknya maupun pelayanannya recommended seller,5,positive
ok banget,5,positive
mantap packing aman produk bagus,5,positive
pengiriman cepat packing sangat baik dan aman expired masih panjang,5,positive
sesuai pesanan packing rapi aman,5,positive
fast shipping packing ok,5,positive
udah beli yang kedua kalinya disini bakal terus jd langganan,5,positive
tiba dgn selamat dan sesuai deskripsi makasiii,5,positive
paket lengkap dan pengiriman cepat thank you nourish,5,positive
coconat flakes nya besar2 happy dan bukan remah2,5,positive
paket sudah saya terima terimakasih kakak,5,positive
barang y sesuai seller baik respon y jg,5,positive
respon n pengiriman cepat pengepakan ny jg baik thx,5,positive
baguuuus,5,positive
seller responsif order diproses cepat barangnya ok dan sesuai deskripsi,5,positive
oke punya,5,neutral
kualitas produk bagus saya buat lumpia kulit tahu mantap terima kasih yaa,5,positive
tenyata besar kembang tahu nya baguss suka banget thanks,5,positive
kulit tahunya baru n megkilat makasih,5,positive
respon cepat barang ok,5,positive
enak bangettt respon seller nya super cepat,5,positive
nemu toko langganan ortu buka di tokped pelayanan cepat jd inget jaman kecil ko belanja oleh2 di toko ini suka dpt bonus keripikan sm almh ibu zuhdi,5,positive
di terima dgn selamat gak ada yg hancur ato patah pengiriman standar ya 2 hari sampai,5,positive
krupuk bau apek bau tidak enak sepertinya barang sudah lama,1,negative
bentuk mentah kira2 4cm,5,negative
tks brgnya sdh ditrima dgn baik,5,positive
kemasan yg bagus,5,positive
respon cepat pengiriman cepat produk bagus sesuai deskripsi harga bersaing,5,positive
packingnya aman bagus,5,positive
packingnya mantulllll,5,positive
alhamdulillah rasa kerupuknya enak banget cuma saran aja supaya size nya diperbesar dengan harga dan kualitas yang bisa disesuaikan untuk rasa endeusss pisan euy recommended seller,5,negative
karaknya sangat terjaga saat pengiriman tidak ada yg remuk hancur dalam pengiriman solo bekasi namun saat digoreng tidak mengembang jadi harus dijemur dulu sblm digoreng,4,negative
ok diterima dengan baik,5,neutral
terimakasih barangnya sudah sampai dgn selamat kualitas mantap packing sangat aman,5,positive
semua varian enak rasanya,5,positive
packing rapi walau dari solo cepet sampai karak ini enak empuk dan renyah krn sudah selalu konsumsi bakal selalu belanja karak,5,positive
enak nan,5,positive
tks gan,5,neutral
makasiii sesuai pesanan,5,neutral
barang bagus sesuai variasi yang dikirim bakal jadi langganan deh,5,positive
basah kek gini kiamboy nya asin ga,1,negative
pengiriman cepat respon cepat,4,positive
terlalu asin,2,negative
sangat puas dgn pelayanan dan barangnya terima kasih,5,positive
tidak seperti kiamboy pada umumnya tekstur warna dan rasa aneh,1,negative
respon dan pengiriman cepat dan harga kompetitif,5,positive
sudah sampai rasanya enak masih renyah juga,5,positive
enak rentak smpai di denpasar tetap utuh gurih pokok nya mantap seller ramah respond cepat,5,positive
beli terusss enaaaak dan cepettt sampenya,5,positive
paket sudah diterima dengan baik kue disini enak² dan renyah sudah repeat order packing rapi dan aman menggunakan kardus dan buble wrab pengiriman juga cepat seller ramah fast respon terima kasih banyak,5,positive
rasanya gak terlalu asin pengiriman sesuai harapan renyah dan pasti repeat order,5,positive
pelayanan selalu terbaikkk super fast response dan tiba ga sampe 24jam dari order kerupuk kulitnya ga pernah salah enak bangett mantapp,5,positive
selalu puas belanja di sini cepet banget dikirimnya dan selalu enaaak,5,positive
packing nya aje gileeee aman,5,positive
enak tidak keras pas lah utk ngemil,5,positive
cucok meong,5,neutral
seller luar biasaaa pengemasan aman dan barang dicek dulu sampe difotoin sblm sesudah dikemas,5,positive
puas banget sdh repeat order bolak balik selalu memuaskan packingnya itu yg top dikasih bubble wrap per brg thank u seller sukses selalu ya,5,positive
pengiriman cepat packing rapi barang sesuai deskripsi enak rasanya,5,positive
halo kak makasih ya cemilannya sudah sampai seperti biasa packing aman dan rapi free bubble dan kardus karena itu gak ada yang hancur untuk rasa belum di coba hehe semoga enak,5,positive
pengiriman cepat sekali packing rapi sekali barang sesuai deskripsi rasa nya enak,5,positive
agak berminyak packing kurang tebal produk asli thanks seller,5,negative
kerupuknya sudah sampai tapi belum di goreng mudah2an mekar dan enak rasanya,4,negative
udah langganan beli disini selalu puas dgn produknya harga bersaing thanks,5,positive
bagus recomended,5,positive
barang sampai tepat waktu bisa digunakan dengan baik terima kasih,5,positive
alhamdulillah mekar enak rasanya apakah emang kerupuk yg baru dateng itu berminyak yah tpi gpp qo gx masalah,5,negative
bnyak yg ngga mekar sempurna jadi keras,3,negative
cepat segalanya top seller lah,5,positive
kerupuk mie nya enak tapi berminyaaak bangeeeet,5,negative
pengiriman cepat packing rapi kerupuk sesuai deskripsi ada 1 bungkus yg agak hancur over all ok,4,negative
pokoknya top dee kita beli terus,5,positive
respon cepat sampai cepat dan krupuk nya enak,5,positive
pesanan cepet sampenya packingnya rapi dan gak ancur krupuknya renyah sudah berkali2 beli disini,5,negative
pesanan datang dg cepat krupuknya renyah packing bagus dan sehingga krupuknya tidak ancur penjual ramah ini pembelian yg kesakian x nya,5,positive
pesanan sudah sampe dan cepet packing bagus ini udah pesen yg kesekian kalinya krupuknya renyah n enak,5,positive
puas pengiriman luar biasa cepat sukses terus lapaknya,5,positive
pesanan cepet sampe packingnya jg rapi dan barang2nya gak ada yg hancur enak n renyah,5,positive
senang belanja disini tdk mengecewakan rasa dan respondnya tingkatkan terus,5,positive
langganan saya,5,neutral
mantap rasanya gurih,5,neutral
udah berkali2 pesennn enakk,5,positive
muantabbb pol,5,positive
kremesannya enak packingnya rapih per item dibungkus bubble wrap pasti pesen lagi,5,positive
pengiriman cepat packing rapi recomended,5,positive
sedap sedap sedap,5,neutral
selalu langganan hahahha,5,neutral
rasa boleh diadu,5,neutral
sesuai deskripsi pengantaran cepat terimakasih,5,positive
ok cepat blm dibuka dah bbrp kali beli enak,5,positive
kemplang nya enak pengantaran cepat recommended,5,positive
puas akan repeat order,5,positive
pengen kasih bintang 3 5 aja sebenarnya ikan agak kurang jd rasa nya g trrlalu gurih coba memang sebanding ama harganya cukup banyak pengiriman cepat,4,negative
kemplangnya enak,5,positive
cepat raapih banget bungkusnya blm dibuka kalo cocok akan order lagi,5,positive
ok bagus semua trimahkasih,5,positive
selamat sampai tujuan,4,neutral
semuanya d best bgt,5,neutral
enak cepat sampainya,5,positive
kacangnya alot masa baru dibuka uda alot gak jadi dimakan padahal lg imlek mau kasi tamu makan alhasil dibuang,2,negative
proses cepat sesuai pesanan,5,positive
blm dcoba semoga sesuai mksh,4,neutral
produk diterima kondisi hancur,2,negative
real picture barang nya cepat sampai pesan minggu senin udah sampai thanks,5,positive
pesanan saya sesuai kalau dilihat tingkat kematangan dah pas buat saya wangi kuenya juga enak banget apalagi dimakan siippdehh overall bagus,5,positive
enak gendut menul2 manisnya pas ada yg warna gelap kirain gosong pahit eh tnyata enggak agak kecewa layanan aja walaupun packingnya aman buanget2 sehingga kuenya tetep cantik utuh tapi udahlah dikirim h1 pake sameday eh baru rikues pickup ampir set3 sore nyampe tkp ampir set8 kelewat deh niat jadi takjil buka puasa jadi maap ya bintang dikurangin 1 kelamaan mbungkus pake kardus kayaknya,4,negative
brasa legit,5,neutral
perfect canelle big not too sweet,5,neutral
kami suka rotinya asli enak namun kali ini kecewa krn pengiriman yg sangat lambat order jam 7 pagi barang datang jam 9 50 malam dan alasannya roti dibuat stlh 3 4 jam pemesanan kalau boleh diperbaiki utk menjaga kualitas pelayanan atau paling tidak menginformasikan bahwa akan ada keterlambatan terimakasih,3,negative
enaaaak,5,positive
packaging sangat aman roti fresh cakenya enak top,5,positive
ud sekian kl nya pesan kue ini disini biasa sih enak kok kl ini pait ya,3,negative
snacknya sesuai dengan foto dan deskripsi produk yang dijual produk juga dikemas dengan sangat rapi dan aman terima kasih sukses selalu,5,positive
ini repeat order produk ok seller komunikatif pelayanan memuaskan pesan malam besok pagi sudah diterima terima kasih banget utk bonusnya sukses terus yaa,5,positive
sdh trm tq,5,neutral
pengiriman cepat dan sesuai,5,positive
rasanya enak packing baik,5,positive
sukak banget produk nya,5,positive
snack ter enakkkkkk pelayanan super cepat,5,positive
sdh repeat order always great,5,positive
barang ok pengiriman ok,5,positive
mantab sesuai pesanan,5,neutral
produk ok,5,neutral
cepat,5,neutral
pemgiriman sangat baik,5,positive
produk bagus cm smp rumah dah malem,4,negative
original mantapp pengiriman cepat,5,positive
kapan kapan beli lagi,5,neutral
tipis banget biscuitnya krispy banget enaakk packagingnya baik ga remuk pd saat terima seller ramah n fast respon,5,negative
fast response n delivery thanks,5,positive
sesuai pesanan tks,5,neutral
barsng ga ada yg hancur msh ituh semua,5,positive
meiji crackers oat udah terima dg baik,4,positive
meiji cracker udah terima dg baik,4,positive
terima kasih ya cepet process trusted seller,5,positive
barang ok seller responsif delivery on time,5,positive
barang sesuai pesanan produk 2021 expired 2022,5,positive
selalu oke,5,positive
selalu jempol,5,neutral
pengiriman cepat rasa enak dan harga lebih murah dari off market,5,positive
nyampe biskuitnya utuh ga ada yg remuk,5,positive
packing rapi banget makasih ya,5,positive
paket rapi aman produk utuh tdk rusak,5,positive
pertama kali beli disini respon dan pengiriman cepat packing pun rapi dengan dibungkus double dan aman terima kasih,5,positive
penjual sangat ramah dan barang cepat sekali sampai,5,positive
delivery cepat rekomended seller terima kasih,5,positive
barang sesuai pengiriman juga cepat terima kasih seller,5,positive
packingnya oke biscuit aman sentosa gk ada satu pun yg hancur thx ya bakal jd langganan ini,5,positive
packingnya mantep banget ga ancur padahal lady finger rawan mantep,5,positive
barang sdh sampai dengan selamat packingnya bagus aman bgt,5,positive
paket sudah diterima dengan baik terimakasih,5,positive
pengiriman cepat tapi kue nya melempem,4,negative
packaging bagus dan proses cepat,5,positive
pesanannya cepat sampai kondisi masih rapi,5,positive
barang sesuai harga bersahabat,5,positive
kangen sd,5,neutral
orderan kedua dari toko ini mantap,5,positive
sesuai pesanan thanks,5,neutral
aman gak hancur,5,positive
barang sudah diterima dalam keadaan baik dan utuh terima kasih banyak sudah dibantu,5,positive
sangat disayangkan memang ada pilihan bubble wrap dan saya beli bubble wrapnya namun semua biskuit 4 4 nya hancur semua rotinya saya kecewa seharusnya kalo beli sampe 4 dikasih kotak tidak boleh hanya bubble wrap kecewa bahkan 2 roti dah spt bubuk biskuit saking hancurnya,1,negative
yg 1 agak hancur,4,negative
pengirimannya lama mungkin karena lagi ramai yang pesan jadi walaupun pake yes tetap lama di terimanya order 02 mei 2021 kirim 04 mei 2021 terima 05 mei 2021,5,negative
enak banget thx sis,5,positive
selain rasa nya yg bikin special dari toko sebelah apa nya hayooo yess packing nyaaa di seal one by one jd higienitasnya terjaga krn dikirim nya pasti pake kurir ojol khannnn,5,negative
enak sekali,5,positive
enaaak gabin tapenyaaa packing rapiii masing2 dibks terpisah per piece nya jd safe deh tks seller,5,positive
cepat sampai packing aman rasa enak bagi pecinta tape trmksh,5,positive
blm coba pengiriman cepat packing super aman,5,positive
rasanya enak gurih manisnya cukup lebih enak kl dipanggang lagi di oven supaya gabunnya renyah packingnya rapi dan aman pengiriman tepat waktu terima kasih recommended seller,5,positive
selalu puas belanja disini cepat sampai dan seller responsif dan sangat membantu pasti akan langganan terus,5,positive
semoga berkah bintang bicara,5,neutral
sudah sering belanja di sini dan pelayanannya memuaskan trims seller,5,positive
walau gak respon jawaban tapi pelaksanaan proses cepet sdh sampai dlm 1 hari trmksh puas banget akan diulangi lagi harga bagus,5,negative
selalu puas dan selalu belanja di toko ini,5,positive
produk sesuai dengan deskripsi dan dipaket dgn rapi,5,positive
brgnya da diterima dgn baik ini sdh yg ke 2 kalinya tks seller n sukses selalu,5,positive
alhamdulilah sudah mendarat dngan baik thnks ya semuanya ttap amanah min good job and sukses selalu janlupasholwat,5,neutral
sesuailah pokoknya,5,neutral
pengiriman cepat packing rapi barang ori,5,positive
sangat memuaskan kualitas nya sangat baik d kemas dgn baik proses cepat sangat d rekomendasikan,5,positive
keren mantep,5,neutral
thx paket sampai dengan selamat,5,neutral
this is the way,5,neutral
pengiriman cepat dan tidak ada yg rusak hancur,5,positive
cukup bintang 5 yang bicara,5,neutral
produk sesuai packing aman pengiriman ok terima kasih,5,positive
mohon diperhatikan lg dalam packing bisa ditambahkan bubblewrap karena dus dan isi banyak yg rusak kualitas nya baik proses cepat,4,negative
belanja puas harga ekonomis packing mantul terimakasih,5,positive
kusuka,5,neutral
favorit,5,neutral
alhamdulillah packing proses n pengiriman cepat pesanan sesuai expirednya masih lama terimakasih n sukses trus ya gan,5,positive
snack wfh,5,neutral
terima kasih banyak,5,neutral
produk diterima dlm keadaan baik dan sesuai deskripsi pengiriman cepat,5,positive
enak toko bagus reponnya,5,positive
expired masih jauh packing standart dan cukup ok tp next time tolong makanannya jangan dpaksa digencet sm boxnya ya jadinya ada yang pengok dikit doang sih box boromonnya,5,negative
alhamdulillah lengkap semua makasih banyak kak,5,neutral
next pasti order disini lagi thankyouuu,5,neutral
enak enak,5,positive
pengiriman cepat barang sesuai rasa enak disukai anak2,5,positive
rasa ny biasa aja,3,negative
rasanya tidak berubah rasa nostalgia,5,positive
belum d coba semoga enak y,5,neutral
pengiriman sangat cepat blm sempat coba tp packagingnya aman dgn bubble wrap,5,positive
barang datang sesuai pesanan oke toko recomended terimkasih toko,5,positive
pengiriman cepat thx ya,5,positive
good service fast response and fast delivery pokoknya recommended banget deh order di sini tq min sukses selalu ya,4,positive
terina kasih,5,neutral
overall bagus dan okay puasssss,5,positive
sdh terima brgnya sesuai terima kasih sukses selalu,5,neutral
oklah dengan harga segitu,5,negative
produk sesuai keterangan semua diterima dalam kondisi yang baik lengkap sesuai pesanan packingnya rapi aman,5,positive
pertama kali belanja disini puasss banget pelayanan ok cepet bgt sampe kmrn sore order siang ini sampe,5,neutral
beli untuk yang kesekian kalinya mantap,5,positive
respon penjual cepat pesanan cepat sampai dan sesuai terima kasih,5,positive
mantab nih kmrn pesen 3 eh ternyata pas smp cm 2 yg dikirim seller nya bertanggung jwb penuh bsk nya lgs dikirim lg kekurangannya josss bgt dah sukses trs buat usahanya,5,negative
barang sdh diterima pelayanan dan pengiriman nya cepat,5,positive
respon penjual cepat packing aman,5,positive
pas untuk dikemut,5,neutral
kiriman cpt respon penjual cpt packing rapih,5,positive
pengiriman cepat packaging aman terima kasih ya,5,positive
mah ada yg tdk sesuai yg di pesan,4,negative
mantulll langsung diproses dan kirim jumlahnya pas sebanding harga worth it banget bentuknya lucu2 makasi ya kakkk,5,positive
bagus ini contohnya dapatnya lbh banyak dari ini,5,positive
cantik sprinkle nya thank you,5,positive
sesuai gn gambar pengiriman sgt cpt,5,positive
sprinkles bintang bulannya banyak yg retak,2,negative
respon cepat dan pengiriman juga cepat sampai tujuan,5,positive
barang sesuai deskripsi pengiriman cepat terima kasih,5,positive
kecewa isinya ga sesuai katanya 750 gr ternyata cuma 500 gr,3,negative
mannnnttttaaaaaaaappppppp,5,positive
pelayanan cepat dan ramah,5,positive
yups sampai,5,neutral
sy sdh cocok dgn permen ini mantaps khasiatnya,5,positive
barang sesuai deskripsi pengiriman baik,5,positive
permen masa kecil ane rasanya pun masih manteb,5,positive
as always selalu puas,5,positive
pengiriman cepat dan barang diterima dgn baik,5,positive
kiriman nya cepet seller recomended sudah beberapa kali beli sangat memuaskan,5,positive
cepat barangnya sampai,5,positive
packing rapi produk ok exp masih lama selalu puas belanja di sini recomended seller,5,positive
fast respons,5,positive
selalu beli disini respon cepat pokoknya mantab beli disini,5,positive
recomended seller sudah beberapa kali beli selalu memuaskan produk sesuai pesanan dengan buble wrap pula serta pengiriman nya cepat,5,positive
yeaayyyy gak bosen² order disini sesuai pesanan dan gak kecewain deh rekomend pengiriman cepat responnya baik mantapp,5,positive
respon penjual cepat dan paket rapi barang sesuai dengan deskripsi produk enak terima kasih,5,positive
wah da smpe blm di coba klo mantul next time bakal order lagi,5,neutral
oke sudah diterima dan enak,5,positive
proses cepat rasanya enak dan fresh tidak apek akibat terlalu lama disimpan tapi kena tambahan parkir ya,5,negative
puas banget belanja disini barang cepat sampai sesuai gambar oke bgt deh pokok nya,5,positive
proses dan pengiriman bgs respon seller ok produk yg dijual enak2,5,positive
asem manis,5,neutral
sesuai pesanan pengiriman cepat,5,positive
as always the best,5,neutral
very good service,5,neutral
packingnya aman bangettt utuhh dan exp masih lamaa,5,positive
kiriman cepat sampai dan sesuai harapan,5,positive
barangnya bagus puass belanja di toko ini,5,positive
sampai dengan baik saya kemas di toples untuk di jual lagi terimakasih,5,positive
barang bagus dan baru respond ramah pengiriman cepat packaging aman top and recommended,5,positive
corniche corniche marshmallow mini mini marshmallow pink putih pink putih seller top response top proses cepat top pesan sore besok siangnya sampai top pakai gratis ongkir,5,neutral
seller ramah banget pengiriman cepat banget sukses terus tokonya,5,positive
good seller,5,positive
murah banget pengiriman dan respond cepat thanks,5,positive
kualitas barang bagus harga murah respon penjual dan proses pengirimannya cepat kemasan pengiriman juga rapi recommended seller terima kasih,5,positive
fast respon fast delivery kurir jg ramah thx,5,positive
permennya enakkk makasih gan,5,positive
puas pokoknya,5,positive
pemgiriman cepat barang aman thanks ya,5,positive
rasanya enak sekali pengiriman cepat sampainya dan kurirnya ramah terimakasih ya,5,positive
enaaaakkkk,5,positive
manisan asem nya mantapasem jawa nya kerasa pokonya manteptep,5,positive
rasanya enaaaakk,5,positive
enak tp lurang asem,5,negative
enak persis jajanan diwarung masa kecil,5,positive
enak sesuai selera thanks,5,positive
seller ok dan makanannya sesuai,5,positive
permen jahe nya enaaak,5,positive
uenaakkk banget,5,positive
mantapppp pengiriman cepat kualitas produk oke hrga juga murah,5,positive
enak jahenya berasa banget,5,positive
mantap gercep,5,positive
permen jahe nya enaaaakk,5,positive
permen jahenya enaaakkk,5,positive
permen jahe nya enaaakkk,5,positive
cuma bisa bilang enak,5,positive
pengiriman cepat barang sesuai pesanan,5,positive
pesen yg kecil tapi kyanya yg dikirm yg sedeng dch mantap dch trimkasih ya,5,negative
tidak sesuai pesanan minta yg bulat bintang dan ulir malah byk dikasih yg love jd gak kepake untuk dekor kecewa,1,negative
paket sudah diterima pengiriman cepat packing rapi thanks untuk bonusnya,5,positive
lucu permennya bagus untuk suvenir,5,positive
tooooooooop markotop,5,positive
bilang ready stock tp barang yg dateng tidak sesuai dgn yg di pilih seller di chat g bales2 ganti expedisi tanpa konfirmasi,3,negative
cepat sampai dan mengulang masa kecil dengan permen ini permennya juga tidak keras lho karena kadang2 saya beli dalamnya keras,5,positive
original ini rasanya maknyussss,5,positive
pengiriman standard barang sesuai rasa maknyusss,5,positive
paket sudah diterima packing rapi wah sudah lama tidak makan permen ini thanks ya,5,positive
pesanan sy sdh sampai responsif seller packing barang rapi barang sesuai dgn yg terpajang di etalase recommended,5,positive
cepat sampai tapi kok keras bgt yaaa,3,negative
barang sesuai orderans,5,neutral
mantttttuuuuuuuuul juragann,5,positive
permen keras kurang empuk tp pengiriman cepet,3,negative
permennya enak packingnya oke pake bubble wrap nyampenya juga cepet banget recommended seller nih,5,positive
suka banget permennya pengiriman juga cepat dan rapi,5,positive
mantap ke tenggorokan langsung plong,5,positive
order kesekian kalinya selalu the best,5,positive
seller mantaap makasih bonusnya,5,positive
cepet banget nyampenya alhamdulillah sampe sekarang suka beli disini krn cepet bgt sampenya udah gitu barang sesuai pesanan,5,positive
barang sdh diterima pelayanan cepat,5,positive
paketnya cpt bgt sampainya mksh kakak order kesekian kalinya dan selalu memuaskan,5,positive
enak rasanya jg sama kaya minyak kayu putih puas lah,5,positive
oke buat cemilan si kecil,4,positive
kemaren baru checkout besoknya warmderland restock langsung cuss kalap,5,positive
enakkk dan yg jelas bahannya baik buat yg tersayang,5,positive
kesukaan anak bangeeettt,5,positive
alhamdulillah barang sudah sampai diterima dengan baik terima kasih sekali seller bantuannya setelah drama ekspedisi kurir yg salah kirim barang selalu senang berbelanja disini karna pelayanan kualitas nya selalu terjaga semoga dipertahankan yaa berkah sukses selalu seller,5,positive
enakk manuka asli,5,positive
anak2 suka ga berasa dikasih madu,5,positive
selalu senang belanja di namaste,5,positive
produk bagus original tp sayang pengemasan lama tp seller responsif kok pas di chat terima kasih,4,negative
tlong di beri rasa yg beda2 bbrp kali order dpt nya rasa itu2 aja,4,negative
plastik pembungkus sedikit robek,4,negative
packing hancur,3,negative
packing rapih dan respon cepat terima kasih banyak,5,positive
pengiriman cepat dan aman rasa dikasih sesuai request terima kasih banyak,5,positive
barang sesuai pengiriman cepat thanks,5,positive
respon seller cepat produk mantap,5,positive
barang sudah diterima dengan baik,5,positive
packingnya aman mantap terima kasih banyak,5,positive
sesuai pesanan mantap,5,positive
siiip,5,neutral
jempol pkokna,5,positive
terima kasih produk sesuai dng diskripsi sudah kesekian kali membeli ulang krn produk memuaskan recomanded utk paking rapi n aman sukses selalu,5,positive
barang sudah diterima dengan baik terima kasih,5,positive
alhamdulillah udah datang,5,neutral
langganan respon cpt ok bgt,5,positive
produk sesuai dengan deskripsi cuma pengiriman agak terlambat,5,negative
barang sudah diterima gan thnx yuaa,5,neutral
barang sesuai dengan gambar dan pengiriman cepat,5,positive
terima kasih barangnya sudah sampai gan seller fast respon kurir fast respon produk bagus sesuai di deskripsi foto produk belum di coba,5,positive
produk ori harga terbaik delivery tercepat bakal langganan makasi,5,positive
packing aman sampai dgn kondisi yg msh bgus,5,positive
barang sampe dengan selamat sesuai dengan pesanan,5,positive
mantap gan terima kasih,5,positive
produk sesuai tp g ada expire datenya,5,negative
kemasan bagus rapi n aman jadi langganan terussss,5,positive
puas banget auto langganan,5,positive
mantabb nich toko fast respon n ramah serta jelas pemberitahuannya yang pasti fast delivery bisa diandalkan klo lagi butuh cepat sukses selalu,5,negative
mannnttaabb fast respon and ramah fast delivery good packaging and barangnya toopp,5,positive
barang mantabs order yg ke 2 thanks gan,5,positive
barang sesuai expektasi thanks gan,5,positive
thank you respon dan pengiriman cepat,5,positive
enak ini berasa kaya udah dikasih jahe di dalemnya tapi menurut saya akan jauh lebih enak kalau dikasih gula jahenya juga,5,negative
udah nyoba 1cup enak rasanya pas tdk terlalu manis tdk plain jempoolll,5,negative
barang datang sesuai pesanan packing baik respon dari penjual kurang belum dicoba semoga enak,4,positive
barang dicancel,1,negative
thankss,5,neutral
mantabbb bossz,5,positive
uda reorder berulang kali dan anak doyan,5,positive
repeat order yg kesekian dan selalu puas dgn produk dan servicenya,5,positive
barang bagus toko amanah fast respon pengiriman cepat dan aman,5,positive
udah beli yang kedua kalinyaa tetap memuaskan semoga makin laris usahanya,5,positive
produk sesuai deskripsi pengiriman cepat sekali sdh 2 x beli disini,5,positive
produk sesuai yg ditawarkan pengiriman super duper express sampai di hari yg sama padahal gratis ongkir,5,positive
sesuai pesanan exp 2022 syukron,5,positive
sudah langganan setahun lebih cocok belanja disini tokonya amanah baarakallahu fiik,5,positive
pengiriman cepat sekali kemarin baru pesan hari ini sudah sampai thanks seller dan pak kurir,5,positive
packing baik expired date masih bulan 8 recomended seller,5,positive
harga plg murah diantara semua packingannya juga rapih mks,5,positive
mantap pelayanannya besok pesen banyak,5,positive
bismillahi walhamdulillah paket dah nyampe dgn cepat packing rapih aman fast respond recomended seller insya allah ada order² selanjutnya hatur nuhun,5,positive
seller responsif proses cepat produk bagus,5,positive
suka barang nya,5,positive
jelly nya oke trjangkau ccok utk usaha pnjualnya fast respons,5,positive
orderan yg ke 2,5,neutral
pengiriman cepat dlm toplesnya di segel rapet brg yg di terima dalam kondisi baik dan tdk ada kerusakan terima kasih next order lagi di sini,5,positive
barang sesuai pesanan cepat dan aman,5,positive
in time thank you ka meskipun smpt deg2an tapi semua ok delivery pun cepat terima kasih,5,positive
pengiriman cepettttt kemasann jugaaa superrr rapii bangetttt,5,positive
udah beli terussss disini pengirimann superrr cepettttttt,5,positive
thanks you sesuai request,5,neutral
rainbow jelly nya kurang bagus air nya bau cuka seperti uda mau expired dikasih pengawet,1,negative
bagus pengiriman cepat 3 hari padahal ke sumatera keren sejauha ini barang overall tidak ada yg minus thanks you,5,neutral
respon cepat pengiriman cepat dan packing rapi,5,positive
selalu puas respon cepat packaging rapih product dijamin ok,5,positive
respon cepat orgnya ramah,5,positive
brg sesuai order cuman agak kurang aman packing nya kl buka gak hati2 bakal robek next mhn di balut karton buar lbh aman,5,negative
siip,5,neutral
mudah2an gk bosan dengn tekstur pdng nya,5,negative
langgann truss,5,neutral
respon dan pengiriman super kilat,5,positive
rasa disukai bnyk org,5,positive
beli lg,5,neutral
respon dan pengiriman cepat terima kasih,5,positive
pembelian sudah kesekian kali enak banget cincau hijaunya responnya pun cepat tau ini awalnya dari grand lucky trus caritau ternyata ada di tokopedia akan terus beli karena enak,5,positive
love so much taste good and healthy as well,5,neutral
baru nyobain ternyata bener2 approved,5,positive
enak sesuai gambar seller nya baik dan responsif dikasih bonus jg makasih yaaa,5,positive
