Review,Rating
yg 1 agak hancur,4
pengirimannya lama mungkin karena lagi ramai yang pesan jadi walaupun pake yes tetap lama di terimanya order 02 mei 2021 kirim 04 mei 2021 terima 05 mei 2021,5
enak banget thx sis,5
selain rasa nya yg bikin special dari toko sebelah apa nya hayooo yess packing nyaaa di seal one by one jd higienitasnya terjaga krn dikirim nya pasti pake kurir ojol khannnn,5
enak sekali,5
enaaak gabin tapenyaaa packing rapiii masing2 dibks terpisah per piece nya jd safe deh tks seller,5
cepat sampai packing aman rasa enak bagi pecinta tape trmksh,5
blm coba pengiriman cepat packing super aman,5
rasanya enak gurih manisnya cukup lebih enak kl dipanggang lagi di oven supaya gabunnya renyah packingnya rapi dan aman pengiriman tepat waktu terima kasih recommended seller,5
selalu puas belanja disini cepat sampai dan seller responsif dan sangat membantu pasti akan langganan terus,5
semoga berkah bintang bicara,5
sudah sering belanja di sini dan pelayanannya memuaskan trims seller,5
walau gak respon jawaban tapi pelaksanaan proses cepet sdh sampai dlm 1 hari trmksh puas banget akan diulangi lagi harga bagus,5
selalu puas dan selalu belanja di toko ini,5
produk sesuai dengan deskripsi dan dipaket dgn rapi,5
brgnya da diterima dgn baik ini sdh yg ke 2 kalinya tks seller n sukses selalu,5
alhamdulilah sudah mendarat dngan baik thnks ya semuanya ttap amanah min good job and sukses selalu janlupasholwat,5
sesuailah pokoknya,5
pengiriman cepat packing rapi barang ori,5
sangat memuaskan kualitas nya sangat baik d kemas dgn baik proses cepat sangat d rekomendasikan,5
keren mantep,5
thx paket sampai dengan selamat,5
this is the way,5
pengiriman cepat dan tidak ada yg rusak hancur,5
cukup bintang 5 yang bicara,5
produk sesuai packing aman pengiriman ok terima kasih,5
mohon diperhatikan lg dalam packing bisa ditambahkan bubblewrap karena dus dan isi banyak yg rusak kualitas nya baik proses cepat,4
belanja puas harga ekonomis packing mantul terimakasih,5
kusuka,5
favorit,5
alhamdulillah packing proses n pengiriman cepat pesanan sesuai expirednya masih lama terimakasih n sukses trus ya gan,5
snack wfh,5
terima kasih banyak,5
produk diterima dlm keadaan baik dan sesuai deskripsi pengiriman cepat,5
enak toko bagus reponnya,5
expired masih jauh packing standart dan cukup ok tp next time tolong makanannya jangan dpaksa digencet sm boxnya ya jadinya ada yang pengok dikit doang sih box boromonnya,5
alhamdulillah lengkap semua makasih banyak kak,5
next pasti order disini lagi thankyouuu,5
enak enak,5
pengiriman cepat barang sesuai rasa enak disukai anak2,5
rasa ny biasa aja,3
rasanya tidak berubah rasa nostalgia,5
belum d coba semoga enak y,5
pengiriman sangat cepat blm sempat coba tp packagingnya aman dgn bubble wrap,5
barang datang sesuai pesanan oke toko recomended terimkasih toko,5
pengiriman cepat thx ya,5
good service fast response and fast delivery pokoknya recommended banget deh order di sini tq min sukses selalu ya,4
terina kasih,5
overall bagus dan okay puasssss,5
sdh terima brgnya sesuai terima kasih sukses selalu,5
oklah dengan harga segitu,5
produk sesuai keterangan semua diterima dalam kondisi yang baik lengkap sesuai pesanan packingnya rapi aman,5
pertama kali belanja disini puasss banget pelayanan ok cepet bgt sampe kmrn sore order siang ini sampe,5
beli untuk yang kesekian kalinya mantap,5
respon penjual cepat pesanan cepat sampai dan sesuai terima kasih,5
mantab nih kmrn pesen 3 eh ternyata pas smp cm 2 yg dikirim seller nya bertanggung jwb penuh bsk nya lgs dikirim lg kekurangannya josss bgt dah sukses trs buat usahanya,5
barang sdh diterima pelayanan dan pengiriman nya cepat,5
respon penjual cepat packing aman,5
pas untuk dikemut,5
kiriman cpt respon penjual cpt packing rapih,5
pengiriman cepat packaging aman terima kasih ya,5
mah ada yg tdk sesuai yg di pesan,4
mantulll langsung diproses dan kirim jumlahnya pas sebanding harga worth it banget bentuknya lucu2 makasi ya kakkk,5
bagus ini contohnya dapatnya lbh banyak dari ini,5
cantik sprinkle nya thank you,5
sesuai gn gambar pengiriman sgt cpt,5
sprinkles bintang bulannya banyak yg retak,2
respon cepat dan pengiriman juga cepat sampai tujuan,5
barang sesuai deskripsi pengiriman cepat terima kasih,5
kecewa isinya ga sesuai katanya 750 gr ternyata cuma 500 gr,3
mannnnttttaaaaaaaappppppp,5
pelayanan cepat dan ramah,5
yups sampai,5
sy sdh cocok dgn permen ini mantaps khasiatnya,5
barang sesuai deskripsi pengiriman baik,5
permen masa kecil ane rasanya pun masih manteb,5
as always selalu puas,5
pengiriman cepat dan barang diterima dgn baik,5
kiriman nya cepet seller recomended sudah beberapa kali beli sangat memuaskan,5
cepat barangnya sampai,5
packing rapi produk ok exp masih lama selalu puas belanja di sini recomended seller,5
fast respons,5
selalu beli disini respon cepat pokoknya mantab beli disini,5
recomended seller sudah beberapa kali beli selalu memuaskan produk sesuai pesanan dengan buble wrap pula serta pengiriman nya cepat,5
yeaayyyy gak bosen² order disini sesuai pesanan dan gak kecewain deh rekomend pengiriman cepat responnya baik mantapp,5
respon penjual cepat dan paket rapi barang sesuai dengan deskripsi produk enak terima kasih,5
wah da smpe blm di coba klo mantul next time bakal order lagi,5
oke sudah diterima dan enak,5
proses cepat rasanya enak dan fresh tidak apek akibat terlalu lama disimpan tapi kena tambahan parkir ya,5
puas banget belanja disini barang cepat sampai sesuai gambar oke bgt deh pokok nya,5
proses dan pengiriman bgs respon seller ok produk yg dijual enak2,5
asem manis,5
sesuai pesanan pengiriman cepat,5
as always the best,5
very good service,5
packingnya aman bangettt utuhh dan exp masih lamaa,5
kiriman cepat sampai dan sesuai harapan,5
barangnya bagus puass belanja di toko ini,5
sampai dengan baik saya kemas di toples untuk di jual lagi terimakasih,5
barang bagus dan baru respond ramah pengiriman cepat packaging aman top and recommended,5
corniche corniche marshmallow mini mini marshmallow pink putih pink putih seller top response top proses cepat top pesan sore besok siangnya sampai top pakai gratis ongkir,5
seller ramah banget pengiriman cepat banget sukses terus tokonya,5
good seller,5
murah banget pengiriman dan respond cepat thanks,5
kualitas barang bagus harga murah respon penjual dan proses pengirimannya cepat kemasan pengiriman juga rapi recommended seller terima kasih,5
fast respon fast delivery kurir jg ramah thx,5
permennya enakkk makasih gan,5
puas pokoknya,5
pemgiriman cepat barang aman thanks ya,5
rasanya enak sekali pengiriman cepat sampainya dan kurirnya ramah terimakasih ya,5
enaaaakkkk,5
manisan asem nya mantapasem jawa nya kerasa pokonya manteptep,5
rasanya enaaaakk,5
enak tp lurang asem,5
enak persis jajanan diwarung masa kecil,5
enak sesuai selera thanks,5
seller ok dan makanannya sesuai,5
permen jahe nya enaaak,5
uenaakkk banget,5
mantapppp pengiriman cepat kualitas produk oke hrga juga murah,5
enak jahenya berasa banget,5
mantap gercep,5
permen jahe nya enaaaakk,5
permen jahenya enaaakkk,5
permen jahe nya enaaakkk,5
cuma bisa bilang enak,5
pengiriman cepat barang sesuai pesanan,5
pesen yg kecil tapi kyanya yg dikirm yg sedeng dch mantap dch trimkasih ya,5
tidak sesuai pesanan minta yg bulat bintang dan ulir malah byk dikasih yg love jd gak kepake untuk dekor kecewa,1
paket sudah diterima pengiriman cepat packing rapi thanks untuk bonusnya,5
lucu permennya bagus untuk suvenir,5
tooooooooop markotop,5
bilang ready stock tp barang yg dateng tidak sesuai dgn yg di pilih seller di chat g bales2 ganti expedisi tanpa konfirmasi,3
cepat sampai dan mengulang masa kecil dengan permen ini permennya juga tidak keras lho karena kadang2 saya beli dalamnya keras,5
original ini rasanya maknyussss,5
pengiriman standard barang sesuai rasa maknyusss,5
paket sudah diterima packing rapi wah sudah lama tidak makan permen ini thanks ya,5
pesanan sy sdh sampai responsif seller packing barang rapi barang sesuai dgn yg terpajang di etalase recommended,5
cepat sampai tapi kok keras bgt yaaa,3
barang sesuai orderans,5
mantttttuuuuuuuuul juragann,5
permen keras kurang empuk tp pengiriman cepet,3
permennya enak packingnya oke pake bubble wrap nyampenya juga cepet banget recommended seller nih,5
suka banget permennya pengiriman juga cepat dan rapi,5
mantap ke tenggorokan langsung plong,5
order kesekian kalinya selalu the best,5
seller mantaap makasih bonusnya,5
cepet banget nyampenya alhamdulillah sampe sekarang suka beli disini krn cepet bgt sampenya udah gitu barang sesuai pesanan,5
barang sdh diterima pelayanan cepat,5
paketnya cpt bgt sampainya mksh kakak order kesekian kalinya dan selalu memuaskan,5
enak rasanya jg sama kaya minyak kayu putih puas lah,5
oke buat cemilan si kecil,4
kemaren baru checkout besoknya warmderland restock langsung cuss kalap,5
enakkk dan yg jelas bahannya baik buat yg tersayang,5
kesukaan anak bangeeettt,5
alhamdulillah barang sudah sampai diterima dengan baik terima kasih sekali seller bantuannya setelah drama ekspedisi kurir yg salah kirim barang selalu senang berbelanja disini karna pelayanan kualitas nya selalu terjaga semoga dipertahankan yaa berkah sukses selalu seller,5
enakk manuka asli,5
anak2 suka ga berasa dikasih madu,5
selalu senang belanja di namaste,5
produk bagus original tp sayang pengemasan lama tp seller responsif kok pas di chat terima kasih,4
tlong di beri rasa yg beda2 bbrp kali order dpt nya rasa itu2 aja,4
plastik pembungkus sedikit robek,4
packing hancur,3
packing rapih dan respon cepat terima kasih banyak,5
pengiriman cepat dan aman rasa dikasih sesuai request terima kasih banyak,5
barang sesuai pengiriman cepat thanks,5
respon seller cepat produk mantap,5
barang sudah diterima dengan baik,5
packingnya aman mantap terima kasih banyak,5
sesuai pesanan mantap,5
siiip,5
jempol pkokna,5
terima kasih produk sesuai dng diskripsi sudah kesekian kali membeli ulang krn produk memuaskan recomanded utk paking rapi n aman sukses selalu,5
barang sudah diterima dengan baik terima kasih,5
alhamdulillah udah datang,5
langganan respon cpt ok bgt,5
produk sesuai dengan deskripsi cuma pengiriman agak terlambat,5
barang sudah diterima gan thnx yuaa,5
barang sesuai dengan gambar dan pengiriman cepat,5
terima kasih barangnya sudah sampai gan seller fast respon kurir fast respon produk bagus sesuai di deskripsi foto produk belum di coba,5
produk ori harga terbaik delivery tercepat bakal langganan makasi,5
packing aman sampai dgn kondisi yg msh bgus,5
barang sampe dengan selamat sesuai dengan pesanan,5
mantap gan terima kasih,5
produk sesuai tp g ada expire datenya,5
kemasan bagus rapi n aman jadi langganan terussss,5
puas banget auto langganan,5
mantabb nich toko fast respon n ramah serta jelas pemberitahuannya yang pasti fast delivery bisa diandalkan klo lagi butuh cepat sukses selalu,5
mannnttaabb fast respon and ramah fast delivery good packaging and barangnya toopp,5
barang mantabs order yg ke 2 thanks gan,5
barang sesuai expektasi thanks gan,5
thank you respon dan pengiriman cepat,5
enak ini berasa kaya udah dikasih jahe di dalemnya tapi menurut saya akan jauh lebih enak kalau dikasih gula jahenya juga,5
udah nyoba 1cup enak rasanya pas tdk terlalu manis tdk plain jempoolll,5
barang datang sesuai pesanan packing baik respon dari penjual kurang belum dicoba semoga enak,4
barang dicancel,1
thankss,5
mantabbb bossz,5
uda reorder berulang kali dan anak doyan,5
repeat order yg kesekian dan selalu puas dgn produk dan servicenya,5
barang bagus toko amanah fast respon pengiriman cepat dan aman,5
udah beli yang kedua kalinyaa tetap memuaskan semoga makin laris usahanya,5
produk sesuai deskripsi pengiriman cepat sekali sdh 2 x beli disini,5
produk sesuai yg ditawarkan pengiriman super duper express sampai di hari yg sama padahal gratis ongkir,5
sesuai pesanan exp 2022 syukron,5
sudah langganan setahun lebih cocok belanja disini tokonya amanah baarakallahu fiik,5
pengiriman cepat sekali kemarin baru pesan hari ini sudah sampai thanks seller dan pak kurir,5
packing baik expired date masih bulan 8 recomended seller,5
harga plg murah diantara semua packingannya juga rapih mks,5
mantap pelayanannya besok pesen banyak,5
bismillahi walhamdulillah paket dah nyampe dgn cepat packing rapih aman fast respond recomended seller insya allah ada order² selanjutnya hatur nuhun,5
seller responsif proses cepat produk bagus,5
suka barang nya,5
jelly nya oke trjangkau ccok utk usaha pnjualnya fast respons,5
orderan yg ke 2,5
pengiriman cepat dlm toplesnya di segel rapet brg yg di terima dalam kondisi baik dan tdk ada kerusakan terima kasih next order lagi di sini,5
barang sesuai pesanan cepat dan aman,5
in time thank you ka meskipun smpt deg2an tapi semua ok delivery pun cepat terima kasih,5
pengiriman cepettttt kemasann jugaaa superrr rapii bangetttt,5
udah beli terussss disini pengirimann superrr cepettttttt,5
thanks you sesuai request,5
rainbow jelly nya kurang bagus air nya bau cuka seperti uda mau expired dikasih pengawet,1
bagus pengiriman cepat 3 hari padahal ke sumatera keren sejauha ini barang overall tidak ada yg minus thanks you,5
respon cepat pengiriman cepat dan packing rapi,5
selalu puas respon cepat packaging rapih product dijamin ok,5
respon cepat orgnya ramah,5
brg sesuai order cuman agak kurang aman packing nya kl buka gak hati2 bakal robek next mhn di balut karton buar lbh aman,5
siip,5
mudah2an gk bosan dengn tekstur pdng nya,5
langgann truss,5
respon dan pengiriman super kilat,5
rasa disukai bnyk org,5
beli lg,5
respon dan pengiriman cepat terima kasih,5
pembelian sudah kesekian kali enak banget cincau hijaunya responnya pun cepat tau ini awalnya dari grand lucky trus caritau ternyata ada di tokopedia akan terus beli karena enak,5
love so much taste good and healthy as well,5
baru nyobain ternyata bener2 approved,5
enak sesuai gambar seller nya baik dan responsif dikasih bonus jg makasih yaaa,5
siang order sore lgsg dkirim besok siang barang sudah sampai sangat puas order di toko ini pelayanan copat barang aman bakal jd langganan terimkasih kakak,5
sukaa sm boba nya enakk pelanggan sy smpe blg kyk chatime,5
aman barang dikirim dengan baik dan cepet sampainya order lgsg dikirim terimakasih banyak yaa kak,5
fast response barang bagus good job,5
puass brg sesuai dan cepat sampai,5
bubblenya enak,5
terima kasih barang sudah sampai,5
pengiriman cepat barang kondisi sangat baik dan exp masih jauh mantap banget,5
ok selalu puas cepat sampai paking aman,5
sangat puas ok,5
ok sangat puaas thankssss,5
mantap harga murah dan expired masih lama,5
exp date panjang penjual ramah inaco jelly lengkap 25pcs terima kasih,5
okeee,5
proses cepat packing rapi,5
mantaaaappp pengiriman cepaatt,5
bagus pelayanannya cepat,5
pesen 2 dikirim cm 1 tp penjual bertanggung jawab smp selesai permasalahan,5
pearl nya the best banget krn ga abis sayang kalo dibuang jd simpen di kulkas besok nya masih lumayan empuk walau memang udh ga kondisi prima kan kalo nginep,5
enaaaaakkk,5
so yummy dan enak banget,5
pengirimannya cepat sekali pagi pesan siangnya sudah sampai produk aman rasanya enak terimakasih,5
thanks chatime,5
produk dan pengemasan bagus,5
pengiriman cepat mantaaab,5
kirain 1 pack isi smp 1 kg ternyata tidak,2
sesuai pesanan packing aman,5
pesen 5kg timbanganya kurang bosqu,2
fast respon pesan jam 8 jam 11 dtg,5
sudah repeat order disini selalu oke recommended seller,5
paket sudah sampai terima kasih,4
alhamdulillah enak rasanya packing rapi pengiriman cepat terimakasih,5
semuanya oke,5
pembelian kedua,5
produk sudah sampai dapat harga promo packing aman terimakasih,5
beli sore dikirim pagi esok hari malam di hari yang sama jam 7 malam sudah sampai padahal pakai si halu,5
rasanya enak renyah,5
enaakkkkk,5
pembelian ke 2nya karena memang enak anak2 suka bgt terima kasih,5
tampilannya si oke isi jg padet ga malu2in buat bagi2 ketetangga btw stiker beli sendiri yaa mantap deh klo enak beli lg,5
kentangnya crispy asin asam pedas gurih pokonya sedep banget,5
rasanya enak udh itu aja,5
belum di coba,4
bgus,5
mantap pengiriman aman dan cepat dilapis bubble wrap thanks seller,5
tokonya fast response rasa kentangnya asinnya pas cocok jadi penambah menu makanan,5
ok tiba tepat waktu rasa nggak bisa omen karena langsung kasih ke keponakan,5
mantul pengiriman cepat,5
packing nya sangat rapi,5
enak banget nih,5
kripik hancur,1
ushain dong ga ancur saat kita trima,4
keripiknya hancur,2
rasanya enak gpp walaupun ada yg jadi kriu,4
diterima dengan baik sedikit remuk tapi rasa enakk,5
packing jos lapis2 rapi buble rap dan tempe utuh sukses terus ya ka tq,5
awalnya cancel pembelian tp penasaran mau nyobain akhirnya beli 1kg walaupun packingan hancur tp rasanya sekali ngunyah ga pengen brenti ueenaaakk saran utk seller next utk packingan supaya ga hancur diberi udara terlebih dulu baru di balut bubble pengalaman yang pernah saya dpt dari beli kripik pisang terima kasih sukses terus yah,5
tempenya enak garing gurih,5
manteps semoga ngak memes,5
blm di coba tp packing rapih dan ceat,4
fast delivery packing rapi sudah kesekian kalinya order lauk snack camilan dan sambal di toko ini terima kasih seller,5
renyah banget ngga gagal rasanya pas mantap,5
kentang sangat garing buat cemilan ok buat makan dengan nasi juga enak sekali rasa rendang cocok di lidah,5
pengiriman cepet respon juga cepet empingnya juga bagus kualitasnya makasih ya,5
alhamdulillah sudah sampe dengan selamat,5
c untuk if di film f tak t t di rmh f di tse,1
barang sesuai pengiriman cepat terima kasih,5
sesuai pesanan emping yang renyah dan gurih reorder kesekian selalu fast respon trims seller,5
pengiriman cepat tp ga sesuai ekspektasi saya tebel2 empingnya,4
manstabb,5
alhamdulillah empingnya tipis dan besar2 terimakasih,5
cepet bgt sampe nya respon cepat trims,5
sesuai dng deskripsi insyaallahu sama spt yg biasanya dimakan terima kasih d,5
biasanya gak suka sm yg berbau keju apaun itu tp mudah2an ini doyan krn pgn ngemil,5
ro,5
respons cepat cheese stick ditambah bubble wrap sehingga tetap utuh waktu diterima recommended seller,5
bentuknya pendek2 terkesan patahan2 yg dijual untuk rasa belum dicoba,3
enak sekali snacknya fresh pengiriman cepat packing rapi terima kasih banyak,5
gabus ga rasa keju agak apek,2
weh mabtap nih kripik,5
ususnya pahit,1
mantul gaeess packing rapih dan aman sampe jkt keripik msh utuh ga hancur thank you kakak sukses trs tmbh laris manisss,5
recommended seller gan,5
as always recommend seller,5
sangat2 puas enak garing dan renyah packing sangat bagus yg utama seller sangat ramah semoga tambah sukses,5
krispi,5
packing nya kurang rapih 1 bungkus hancur semua kalau rasa belum di coba,4
makasiih yaa ramah bngt n lucu good luck,5
alhamdulillah udah sampai pesanannya packing nya rapih banget belum dibuka sepertinya aman gak ada yang hancur mksh seller moga tambah sukses n berkah,5
pokok nya puas belanja di toko pedia,5
rasa mantap,5
fast respon pengiriman cepat dan rapih,5
sdh terima paking aman belum coba kata teman sih enak recommended seller,5
alhamdulillah ga hancur pembungkusanya rapih ud jd langganan dipertahanin trus yaaa,5
pengiriman cepat mantap,5
pebgiriman cepat tp barang hancur semua,5
sudah kesekian kalinya pesen disini gak pernah kecewa,5
pedesnya banget,5
pengiriman lama penjualnya ga ramah dichat ga pernah direspon,2
enak lidinya,5
penjual nya gak ada respon entah gak bisa ngetik gak tau huruf atau emang gak niat,2
lamaa,1
suukaaaa,5
sumpia udang manis enak manis gurih renyah empuk packing dan pengiriman aman,5
sumpia nya enak,5
ok deh smuanya bagus,5
produk enak respon penjual dan pengiriman baik terima kasih,5
delivery cepat rasa snack enak garing krn msh fresh puazzz,5
horror di pengiriman,5
mantap pengiriman cepat rasa juga gak murahan rekomen ini top buat lebaran atau snack harian,5
enak sesuai harapan sukses yah,5
dus terbuka,4
enak rasanya crispy,5
y,5
super enakkkkkk,5
mantappp enak sekali kak,5
sekarang ga perlu lg hrs ke padang klo pengen keripik baladonya cukup di tokopedia aja 2 hari sdh sampai jkt terima kasih serley dan toko pedia,5
pembelian ketiga bumbu lado melimpah puas rasa enaknya isi banyak pengiriman cepat walau dari padang ke jakarta saya pesan di sini karena review nya bagus2 alhamdulillah memang bagus packaging dan isi aman 100 recommended seller shirley kurir ok thanks seller dan tokopedia,5
pembelian kedua pengiriman cepat walau dari padang ke jakarta saya pesan di sini karena review nya bagus2 alhamdulillah memang bagus packaging dan isi aman 100 recommended seller shirley thanks seller dan tokopedia,5
renyah empuk aroma bumbu segar pengiriman rapi terima kasih,5
selalu puas sama tokopedia gratis ongkir nya ga kira2 seneng bgt deh belanja dr dr padang ga perlu mikirin ongkir yg mehong jd bisa makan keripik sinjai yg enak bgt,5
pengemasan baik cpt sampai dgn aman kripik nya enak ga keras kl udah makan nagih terus sellernya ramah,5
barang bagus sayang kemasan kurang aman sebagian remuk,4
sesuai pesanan mksh ya,5
gurih renyah enak mantap,5
kurang enak ya tidak seperti yg dijual di bandung,5
maaanstaabb gaaannn,5
enak renyah gak terlalu asin dan kemasan baik gak rusak,5
pancen enak bos tapi remuk kabeh tekan kene koyo atiku,5
respon penjual baik rasanya enak packing rapi kurir baik pokoknya is the best,5
barang sudah diterima dengan baik pengemasan rapi aman utuh tidak hancur terimakasih atas pelayanan terbaik nya,5
mantaaaabbbb,5
yg ke 2 x nya,5
kremes nya enak benerrrr,5
enak tp mahal,5
enak gurih renyah cocok dimakan dengan nasi putih dan sambal nya,5
asli ga bikin enek,5
enak gak terlalu asin tp ttp gurih tasty,5
ini kriuk kriuk terenak makan ini pakai nasi panas plus sambal matah beuhhhh enakk,5
pengiriman super cepat dapat free lagi terima kasih yaa seller,5
dapet free king spicy kripik singkong sambel matah thank you seller packing rapih dan cepet sampe recommended,5
pengemasannn nyaa cepett bgttt pesen kmrn sekaranggg sampeee makasiiii seller,5
soal kualitas tidak perlu diragukan lagi rasa dan kegurihan yang konsisten pedas yang menggelitik lidah sangat cocok bagi pecinta makanan pedas bisa dimakan sebagai kudapan maupun makanan pelengkap,5
produk asli proses cepat admin ramah,5
keras basrengnya standart2 aja pelayanan dan pengiriman bagus,3
packing superrrr rapi banget dan rasanya enaak bgt seller ramah baik sekali recommend yaaa,5
packing nya saja diperbaiki lg kemasan ada yg pecah 2,5
toko langganan buat beli maicih bareng makasiihhh,5
barangx sdh diterima sesuai estimasi,5
produk ok tp pelayanan tidak baik sudah memesan bubble wrap tambahan packing tapi bubble wrap nya sama sekali tidak diberikan,1
enakkkk dan beneran crispy nya,5
ensk,5
enak dan pilihan yg pas buat ngemil sehat,5
enak snack buat anak ku sampe habis 2 kantong doyan banget dia,5
enak manis alami dari bahan,5
pesanan sudah sampai dicoba enaak dan renyah,5
enak crispynya berasa dan gak perlu takut gemuk walau nyemil ini banyak banyak senangnya,5
fast respond pengiriman juga cepet,4
enaaakkkk,5
selalu puas belanja disini response seller baik dan cepat,5
barang sudah sampai terima kasih,4
pelayanan bagus sekali dan kualitas barang sesuai,5
mantap seperti biasa sukses selalu pempek metro,5
selalu puas belanja disini terima kasih,5
makasih dpt bonus gula smoga usaha makin lancar,5
mantap seperti biasa best seller,5
seperti biasanya belanja disini selalu memuaskan recommended seller,5
seperti biasa mantap pelayanan terbaik thx seller,5
seller ramah responsif kripiknya juga enak pakai sameday jadi langsung sampai harga paling murah disini,5
diproses dengan sangat cepat dan packingnya baik dan aman,5
mantap pengiriman kilat sekali,5
diproses dan diantar dengan cepat packing baik recommended seller,5
bakalan langganan disini admin nya superrr responsif dan ramah,5
pengiriman sangat cepat,5
respon seller sangat cepat produk yang dikirim expire date nya masih lama untuk ukuran cokoten produk dikirim sangat aman kondisi masih bagus tidak hancur very recommended seller untuk mendapatkan cokoten,5
brg sesuai pesanan packing rapi pengiriman cepat,5
keripik agak hancur tp kayanya dari pabriknya ini okay sih secara umum,4
mantaaap,5
pengiriman cepat dan baramg ok,5
kerja yg bagus,5
enak dan dikemas aman good seller,5
cepat aman mantapsss,5
gak pernah mengecewakan,5
beli ud bbrp kali disini tapi yg paling ancur isinya kali ini kl bs di kasih buble wrap kemasan produknya dus bolong mngkn dr ekspedisi,3
rasa enak bakal repeat order,5
beli 5 cuma dateng 4,1
0oookkkee,5
rasa mayan enak cuma dikit hahaha,5
packing rapi suka,5
barangnya sampai dengan selamat hanya mungkin bumbunya kebanyakan dan tidak merata tapi overall enak,4
enakk crunchy isinya banyak,5
nyesel cuma beli satu nanti beli lagi ah,5
sesuai dengan deskripsi dan gambar enak,5
enak banget snacknya gurih,5
makasih ya kak,5
pembelian ke 2x nya anak2 yg doyan,5
makaroni enak seller ramah,5
candy tks mpek2nya udh sampai jakarta bisa dimakan utk buka ngasih orgtua thks ya,5
ini sdh yg ketiga kali order pempek candy dan tidak pernah mengecewakan utk rasanya,5
barang di terima baik rasa tdk berubah walaupun di kirim ke luar kota,5
cepat dan pelayanannya sangat memuaskan,5
mantab bisa makan pempek candy langsung dr palembang tanpa harus ke palembang next order lg packing ok,5
mpek2nya enak mantab,5
uenaaaakkk dan selasa pesan kamis sampai jogja,5
pengiriman cpt bgt,5
pempek nya mendarat dengan selamat di kota tegal akhirnya kesampaian makan pempek asli palembang tanpa harus ke palembang,5
lumayan,4
sangat enk terimakasih,5
terima kasihhh sdh sampaii,5
favorit banget ibi keripik enak sehari sampe,5
packing aman pengiriman super cepat tp sayang kurang suka sm produknya perdana nyoba merk ini ternyata enak kripik piscok merk yg lain but klo utk pelayanan toko ini sgt bagussss,4
pengiriman cepat tapi sayang keripik pisang nya keras,2
packing oke pengiriman cepet banget thank you ya,5
keripiknya 2 hari aja udh smp rumah free ongkir pula keripik gak hancur2 banget malah msh ada yg utuh thx u,5
favorit balitaku thanks seller,5
mantap pengiriman cepat packingan aman,5
exp sesuai yg di infokan,5
mantep bngt ni toko responny cpt biar beli dikit jg kurir yg ngirim cpt jg pack aman rapi stick kejuny enak bngtt brasa keju renyah keplang jg enak n cklt ayam jadul kenangan emak sukses sll ya kak lapaknya terima kasih chintacink topedsicptreg,5
enak rasanya packing aman pengiriman cepet makasi seller,5
packing tebal super aman recomended seller deh,5
enak banget sesuai foto pengirimannya cepat juga ke jakarta,5
anak langsung suka,5
enak pake bangettt,5
enak anak yg umur 5 tahun suka bgt,5
enak no msg,5
terlalu hambar pas belum dikasih seasoning,5
renyahnya pas gak keras dan enteng di mulut untuk yang ori ini pas buat saya karena msg nya gak banyak udah sering beli produk ini sebelum nemu online pengiriman aman dan cepat thanks,5
product sesuai deskripsi cepat proses nya sdh langganan trm ksh,5
pelayanan cpt lumayan enak,5
sdh langganan trm ksh,5
rasanya utk mkaroni goreng merk ini memang memuaskan,5
cepet pake banget pengiriman nya udah beli 3x sukaaa bgt,5
mantap sdh order yg kesekian kali trm ksh,5
selalu langganan di sini harga terjangkau buat jajanan sehari² produk berkualitas terimaksh banyak,5
enak renyah harga terjangkau sukses selalu seller,5
enak kripiknya gurih,5
pengiriman ok rasa ok,5
dos kurang tebal jd agak acur,3
pesanan tiba dng cepat respons penjualnya jugs cepat servicenya sungguh² memuaskan demikian juga dengan kurirnya pokoknya the best and recommended dah,5
sesuai deskripsi packing rapi pengiriman cepat,5
mhn dipakein buble wrap klo pun ada tambahan biaya ga masalah soalnya bocor 1,4
respon yg cepat harga ekonomis bersaing thx seller thx toped,5
pelayanan oke barang sampai sesuai orderan,5
trimakasih atas pelayanannya yg cepat dan memuaskan,5
barang cakep respon cepat recommended seller,5
barang sudah diterima,5
pesanan sesuai pengiriman cepat dan packing rapih jadi aman gak hancur,5
terima kasih next order lagi,5
sudah langganan dan tetap yang terbaik,5
kripik kiloan originalnya enak sekali kami sudah beberapa kali repeat order,5
kripik kentang yg enak dan renyah packing yg baik dan pengiriman yg cepat,5
packing yg baik dan pengiriman yg cepat enaaak kentang nya,5
alhamdulillah packing yg baik kripik tdk hancur dan rasanya ueeenak pengiriman yg sangat cepat,5
packing rapih enaak,5
rasa enakkkk bzmgettt promo ny ditunggu yaa,5
enak bangeett,5
enak bener rasanya dan ga keras,5
selalu puas belanja disini pengemasan selalu rapi dan cepat dikirim,5
emang bener bener nagihin dikirimnya juga pake kardus dan bubble wrap tebal,5
empingnya enak banget pertama dapat dari teman terus lanjut beli sendiri semoga kualitas nya tetap terjaga,5
enak bangettt ngett emping nya beli di tempat lain ga ada yg seenak ini,5
mantapzzz sekali,5
pengiriman sangat cepat pengemasan baik,5
enak juga buat temen ngemil walaupun g spedes merk yg satunya pngemasan rapipengiriman cepet bgt hari ini pesan besok sampai woow good job,5
enak banget renyah,5
packing aman pengiriman super cepat,5
terima kasih belanja kali kedua di toko ini slalu memuaskan,5
wah sellernya fast respon barang juga dipacking aman pokoknya mantap deh,5
ok pengiriman juga cepat,5
langsung di buka enak bgt makasih kakak,5
tdk enak bau cabe mentah n singkong keras,2
